primaryImage,Object Date
https://images.metmuseum.org/CRDImages/ep/original/DP146499.jpg,ca. 1623–25
https://images.metmuseum.org/CRDImages/ep/original/DP-14178-001.jpg,ca. 1900
https://images.metmuseum.org/CRDImages/as/original/DP166125.jpg,ca. 1880–1900
https://images.metmuseum.org/CRDImages/ad/original/DT10223.jpg,ca. 1749–52
https://images.metmuseum.org/CRDImages/ad/original/ap1980.360.8.jpg,ca. 1890
https://images.metmuseum.org/CRDImages/ep/original/DP-17611-001.jpg,probably ca. 1820
https://images.metmuseum.org/CRDImages/ad/original/DT226889.jpg,1890
https://images.metmuseum.org/CRDImages/ep/original/DP169568.jpg,ca. 1835
https://images.metmuseum.org/CRDImages/as/original/DP205524.jpg,1882
https://images.metmuseum.org/CRDImages/ep/original/DP278979.jpg,1532
https://images.metmuseum.org/CRDImages/rl/original/0244-1.jpg,ca. 1850
https://images.metmuseum.org/CRDImages/ad/original/ap2000.161.jpg,ca. 1811
https://images.metmuseum.org/CRDImages/ep/original/DP280381.jpg,ca. 1510–15
https://images.metmuseum.org/CRDImages/ep/original/DP143168.jpg,ca. 1632–35
https://images.metmuseum.org/CRDImages/ep/original/DP231820.jpg,1856
https://images.metmuseum.org/CRDImages/ad/original/ADA3627.jpg,1800–1850
https://images.metmuseum.org/CRDImages/ep/original/DP143193.jpg,1653
https://images.metmuseum.org/CRDImages/rl/original/DT3030.jpg,1435–40
https://images.metmuseum.org/CRDImages/ma/original/DT2949.jpg,1939
https://images.metmuseum.org/CRDImages/ad/original/ap62.256.4.jpg,1852
https://images.metmuseum.org/CRDImages/as/original/64_167_5.jpg,late 19th century
https://images.metmuseum.org/CRDImages/ad/original/ap74.13.jpg,1872
https://images.metmuseum.org/CRDImages/ep/original/DP159188.jpg,1853
https://images.metmuseum.org/CRDImages/es/original/ep07.225.310.bw.R.jpg,18th century
https://images.metmuseum.org/CRDImages/ep/original/DP273977.jpg,1866
https://images.metmuseum.org/CRDImages/as/original/56_124_3_O1.jpg,19th century
https://images.metmuseum.org/CRDImages/ad/original/ap54.90.136.jpg,1857
https://images.metmuseum.org/CRDImages/ep/original/DP353257.jpg,ca. 1662
https://images.metmuseum.org/CRDImages/rl/original/DT3026.jpg,ca. 1450
https://images.metmuseum.org/CRDImages/ep/original/DT1403.jpg,1757
https://images.metmuseum.org/CRDImages/ep/original/DP312828.jpg,1696
https://images.metmuseum.org/CRDImages/ep/original/DT1138.jpg,1627
https://images.metmuseum.org/CRDImages/ep/original/DP-19487-001.jpg,1839
https://images.metmuseum.org/CRDImages/ep/original/DP-13038-001.jpg,1763
https://images.metmuseum.org/CRDImages/ep/original/DP140947.jpg,1865
https://images.metmuseum.org/CRDImages/ad/original/33956.jpg,1871
https://images.metmuseum.org/CRDImages/as/original/DP166093.jpg,late 19th century
https://images.metmuseum.org/CRDImages/ep/original/DT1952.jpg,ca. 1892–94
https://images.metmuseum.org/CRDImages/ep/original/DP-19551-001.jpg,ca. 1408–10
https://images.metmuseum.org/CRDImages/ma/original/DT6415.jpg,1914
https://images.metmuseum.org/CRDImages/rl/original/DT3022.jpg,1465–70
https://images.metmuseum.org/CRDImages/ep/original/DP169642.jpg,1764
https://images.metmuseum.org/CRDImages/ad/original/ap1971.192.jpg,ca. 1860–61
https://images.metmuseum.org/CRDImages/ep/original/ep41.100.13.bw.R.jpg,1515
https://images.metmuseum.org/CRDImages/ad/original/ap08.229.jpg,ca. 1840
https://images.metmuseum.org/CRDImages/ep/original/DP143190.jpg,ca. 1670 or slightly later
https://images.metmuseum.org/CRDImages/as/original/14_140_9_F_sf.jpg,17th century
https://images.metmuseum.org/CRDImages/ad/original/ap06.1269.jpg,ca. 1880–1900
https://images.metmuseum.org/CRDImages/ep/original/DP276131.jpg,ca. 1650
https://images.metmuseum.org/CRDImages/ep/original/DP104991.jpg,1650s
https://images.metmuseum.org/CRDImages/ep/original/DP-17017-001.jpg,ca. 1497
https://images.metmuseum.org/CRDImages/ep/original/DP146498.jpg,ca. 1653
https://images.metmuseum.org/CRDImages/ep/original/DP214411.jpg,ca. 1506–7
https://images.metmuseum.org/CRDImages/ep/original/DP361123.jpg,ca. 1618
https://images.metmuseum.org/CRDImages/ad/original/ap39.172.1.jpg,ca. 1887–90
https://images.metmuseum.org/CRDImages/ep/original/EP1036.jpg,after 1864
https://images.metmuseum.org/CRDImages/ep/original/DP152116.jpg,1836
https://images.metmuseum.org/CRDImages/ep/original/DT2580.jpg,ca. 1460
https://images.metmuseum.org/CRDImages/ep/original/DP-20101-001.jpg,1874
https://images.metmuseum.org/CRDImages/ep/original/DT209332.jpg,1837
https://images.metmuseum.org/CRDImages/ad/original/DT2030.jpg,1866
https://images.metmuseum.org/CRDImages/ep/original/DP-16387-001.jpg,ca. 1833–35
https://images.metmuseum.org/CRDImages/ad/original/ap74.38.jpg,1872
https://images.metmuseum.org/CRDImages/ep/original/DP274955.jpg,1808
https://images.metmuseum.org/CRDImages/as/original/38_103.JPG,late 18th century
https://images.metmuseum.org/CRDImages/rl/original/DT704.jpg,ca. 1326
https://images.metmuseum.org/CRDImages/ep/original/DT1878.jpg,1881
https://images.metmuseum.org/CRDImages/ad/original/DT9511.jpg,1875
https://images.metmuseum.org/CRDImages/rl/original/SLP0129.jpg,ca. 1470–80
https://images.metmuseum.org/CRDImages/ep/original/DT840.jpg,1877
https://images.metmuseum.org/CRDImages/ep/original/DP289172.jpg,fourth quarter 17th century
https://images.metmuseum.org/CRDImages/ad/original/DT4921.jpg,1897
https://images.metmuseum.org/CRDImages/ad/original/DP-15281-001.jpg,ca. 1690
https://images.metmuseum.org/CRDImages/ad/original/DT78.jpg,1859
https://images.metmuseum.org/CRDImages/ep/original/DP151000.jpg,ca. 1828
https://images.metmuseum.org/CRDImages/ep/original/DP143157.jpg,ca. 1660
https://images.metmuseum.org/CRDImages/ep/original/DT1956.jpg,ca. 1650
https://images.metmuseum.org/CRDImages/ep/original/DP124808.jpg,1890
https://images.metmuseum.org/CRDImages/ep/original/DP164848.jpg,possibly late 1870s
https://images.metmuseum.org/CRDImages/as/original/DP156173.jpg,18th century
https://images.metmuseum.org/CRDImages/ad/original/ap61.90.jpg,ca. 1790
https://images.metmuseum.org/CRDImages/ep/original/DT5338.jpg,1854
https://images.metmuseum.org/CRDImages/ad/original/DT213791.jpg,ca. 1831–35
https://images.metmuseum.org/CRDImages/ep/original/DP-19299-001.jpg,1550s
https://images.metmuseum.org/CRDImages/ep/original/DP143212.jpg,1658
https://images.metmuseum.org/CRDImages/as/original/DT4004.jpg,dated 1744
https://images.metmuseum.org/CRDImages/ad/original/AW.Weir.DebraForce.2017.jpg,1842
https://images.metmuseum.org/CRDImages/ad/original/APS2208.jpg,1876
https://images.metmuseum.org/CRDImages/ep/original/DT2117.jpg,ca. 1867–68
https://images.metmuseum.org/CRDImages/ad/original/DP161238.jpg,ca. 1884
https://images.metmuseum.org/CRDImages/ep/original/Wrightsman18.jpg,1730s
https://images.metmuseum.org/CRDImages/ep/original/DP-14201-015.jpg,ca. 1893
https://images.metmuseum.org/CRDImages/ep/original/DT7692.jpg,1593
https://images.metmuseum.org/CRDImages/ad/original/DT4656.jpg,ca. 1826
https://images.metmuseum.org/CRDImages/ep/original/DP104987.jpg,mid-16th century
https://images.metmuseum.org/CRDImages/ep/original/DP-20588-001.jpg,ca. 1520
https://images.metmuseum.org/CRDImages/ep/original/DT2145.jpg,1873
https://images.metmuseum.org/CRDImages/ad/original/ap74.35.jpg,1872
https://images.metmuseum.org/CRDImages/ad/original/25684.jpg,1850–80
https://images.metmuseum.org/CRDImages/ep/original/DP214443.jpg,1746
https://images.metmuseum.org/CRDImages/ad/original/DT10673.jpg,1888
https://images.metmuseum.org/CRDImages/ad/original/ap1976.337.jpg,ca. 1864
https://images.metmuseum.org/CRDImages/ep/original/DP-19585-001.jpg,ca. 1478
https://images.metmuseum.org/CRDImages/ad/original/SFcs54d.jpg,ca. 1825
https://images.metmuseum.org/CRDImages/ad/original/ap30.130.jpg,ca. 1820
https://images.metmuseum.org/CRDImages/ep/original/DT11166.jpg,ca. 1506–7
https://images.metmuseum.org/CRDImages/ep/original/DP-14962-001.jpg,ca. 1518
https://images.metmuseum.org/CRDImages/ep/original/DP264449.jpg,1773
https://images.metmuseum.org/CRDImages/ad/original/ap1980.77.jpg,1826–29
https://images.metmuseum.org/CRDImages/ep/original/DP143198.jpg,1853
https://images.metmuseum.org/CRDImages/ep/original/DP360943.jpg,ca. 1625–30
https://images.metmuseum.org/CRDImages/ad/original/ap62.241.1.jpg,ca. 1850
https://images.metmuseum.org/CRDImages/ad/original/ap97.35.jpg,1858
https://images.metmuseum.org/CRDImages/ad/original/DP-1427-005.jpg,1870s
https://images.metmuseum.org/CRDImages/ep/original/DT11964.jpg,1880
https://images.metmuseum.org/CRDImages/ep/original/DT10260.jpg,1883
https://images.metmuseum.org/CRDImages/ep/original/DP-18296-015.jpg,ca. 1617–20
https://images.metmuseum.org/CRDImages/ep/original/DP-1017-01.jpg,ca. 1772
https://images.metmuseum.org/CRDImages/ad/original/ap1970.58.jpg,1854
https://images.metmuseum.org/CRDImages/ad/original/156980.jpg,ca. 1790
https://images.metmuseum.org/CRDImages/ep/original/DP-17612-001.jpg,1513
https://images.metmuseum.org/CRDImages/ad/original/DP201959.jpg,1856
https://images.metmuseum.org/CRDImages/ep/original/DP164858.jpg,1768
https://images.metmuseum.org/CRDImages/as/original/DP156118.jpg,ca. 1725
https://images.metmuseum.org/CRDImages/ad/original/DP355340.jpg,1854
https://images.metmuseum.org/CRDImages/rl/original/DP366050.jpg,1450s
https://images.metmuseum.org/CRDImages/ad/original/ap64.309.2.jpg,1756
https://images.metmuseum.org/CRDImages/ep/original/DT1975.jpg,1857
https://images.metmuseum.org/CRDImages/ep/original/DP-19432-001.jpg,ca. 1535–40
https://images.metmuseum.org/CRDImages/ep/original/DP145408.jpg,ca. 1668–70
https://images.metmuseum.org/CRDImages/ep/original/DT390.jpg,ca. 1595–1600
https://images.metmuseum.org/CRDImages/ep/original/DP-17398-001.jpg,ca. 1508
https://images.metmuseum.org/CRDImages/ad/original/DT58.jpg,1771
https://images.metmuseum.org/CRDImages/ep/original/Wrightsman24.jpg,early 1780s
https://images.metmuseum.org/CRDImages/ep/original/DP169450.jpg,ca. 1786–97
https://images.metmuseum.org/CRDImages/ad/original/DT2780.jpg,ca. 1870–80
https://images.metmuseum.org/CRDImages/ep/original/DP-18077-001.jpg,ca. 1707–8
https://images.metmuseum.org/CRDImages/ad/original/117995.jpg,ca. 1800
https://images.metmuseum.org/CRDImages/ep/original/DP162173.jpg,mid-18th century
https://images.metmuseum.org/CRDImages/ep/original/DP-19588-001.jpg,ca. 1485–90
https://images.metmuseum.org/CRDImages/ep/original/DT2977.jpg,ca. 1536
https://images.metmuseum.org/CRDImages/ad/original/ap54.90.7.jpg,ca. 1840
https://images.metmuseum.org/CRDImages/ep/original/ep48.187.738.bw.R.jpg,1786
https://images.metmuseum.org/CRDImages/ep/original/DP346475.jpg,1890
https://images.metmuseum.org/CRDImages/ad/original/DP166780.jpg,ca. 1876–77
https://images.metmuseum.org/CRDImages/ep/original/DT1558.jpg,1865
https://images.metmuseum.org/CRDImages/ep/original/DP-16041-001.jpg,1550s
https://images.metmuseum.org/CRDImages/ep/original/DP164867.jpg,ca. 1511
https://images.metmuseum.org/CRDImages/ep/original/DP150998.jpg,ca. 1822–24
https://images.metmuseum.org/CRDImages/ad/original/ap43.86.1.jpg,ca. 1798–1800
https://images.metmuseum.org/CRDImages/ep/original/DP148490.jpg,1658
https://images.metmuseum.org/CRDImages/as/original/DP156144.jpg,ca. 1720–30
https://images.metmuseum.org/CRDImages/ad/original/ap29.148.1.jpg,ca. 1817–20
https://images.metmuseum.org/CRDImages/ep/original/DP145412.jpg,1634
https://images.metmuseum.org/CRDImages/ad/original/DT2080.jpg,ca. 1875–85
https://images.metmuseum.org/CRDImages/ad/original/ap64.309.3.jpg,1818
https://images.metmuseum.org/CRDImages/ep/original/DT1998.jpg,ca. 1831–34
https://images.metmuseum.org/CRDImages/ad/original/ap56.53.jpg,ca. 1815
https://images.metmuseum.org/CRDImages/as/original/DP166102.jpg,ca. 1790–1820
https://images.metmuseum.org/CRDImages/as/original/DP153172.jpg,late 18th–early 19th century
https://images.metmuseum.org/CRDImages/rl/original/DT3041.jpg,"15th century style, made in the late 19th to early 20th century"
https://images.metmuseum.org/CRDImages/ep/original/DT5285.jpg,ca. 1433–34
https://images.metmuseum.org/CRDImages/ad/original/tr.144.13.2017_cropped.jpg,ca. 1878
https://images.metmuseum.org/CRDImages/ep/original/DT255392.jpg,ca. 1420–30
https://images.metmuseum.org/CRDImages/ep/original/DT8872.jpg,1753
https://images.metmuseum.org/CRDImages/as/original/DP205530.jpg,1882
https://images.metmuseum.org/CRDImages/ep/original/EP966.jpg,1881
https://images.metmuseum.org/CRDImages/ep/original/DP318843.jpg,1896
https://images.metmuseum.org/CRDImages/ad/original/ap49.166.jpg,1858–59
https://images.metmuseum.org/CRDImages/as/original/38_106_12_115896.jpg,19th century
https://images.metmuseum.org/CRDImages/ep/original/DP169610.jpg,1843
https://images.metmuseum.org/CRDImages/ep/original/DT1445b.jpg,1725–29
https://images.metmuseum.org/CRDImages/ep/original/DT2167.jpg,1887
https://images.metmuseum.org/CRDImages/ep/original/DP143214.jpg,probably 1791
https://images.metmuseum.org/CRDImages/ad/original/SFcs32532007.jpg,ca. 1884–87
https://images.metmuseum.org/CRDImages/as/original/64_167_3.jpg,late 19th–early 20th century
https://images.metmuseum.org/CRDImages/ep/original/DT10856.jpg,ca. 1525–27
https://images.metmuseum.org/CRDImages/ep/original/DP121330.jpg,1654
https://images.metmuseum.org/CRDImages/as/original/LC-2015_788_sr1_03.jpg,1667
https://images.metmuseum.org/CRDImages/ad/original/DT1395.jpg,1872
https://images.metmuseum.org/CRDImages/ep/original/DP-19710-001.jpg,late 1640s
https://images.metmuseum.org/CRDImages/ep/original/DP221178.jpg,ca. 1785
https://images.metmuseum.org/CRDImages/ep/original/DP-15573-001.jpg,early 1740s
https://images.metmuseum.org/CRDImages/ep/original/DT1037.jpg,1884 or earlier
https://images.metmuseum.org/CRDImages/ep/original/DT1911.jpg,1871
https://images.metmuseum.org/CRDImages/ep/original/DP145924.jpg,ca. 1670–72
https://images.metmuseum.org/CRDImages/ad/original/DP-1427-013.jpg,1870s
https://images.metmuseum.org/CRDImages/ep/original/DP-20338-001.jpg,1883
https://images.metmuseum.org/CRDImages/ad/original/DP136861.jpg,1793
https://images.metmuseum.org/CRDImages/ad/original/116220.jpg,1797
https://images.metmuseum.org/CRDImages/rl/original/LC-1975_1_070a-001.jpg,ca. 1447–1469
https://images.metmuseum.org/CRDImages/ep/original/DP120383.jpg,ca. 1777
https://images.metmuseum.org/CRDImages/ep/original/DP-1014-001.jpg,early 1770s
https://images.metmuseum.org/CRDImages/ep/original/DP143197.jpg,1833
https://images.metmuseum.org/CRDImages/ep/original/DP-16333-001.jpg,ca. 1665–72
https://images.metmuseum.org/CRDImages/ep/original/DP158871.jpg,1856
https://images.metmuseum.org/CRDImages/as/original/14_140_11_F_sf.jpg,17th century
https://images.metmuseum.org/CRDImages/as/original/DP-15615-001.jpg,19th century
https://images.metmuseum.org/CRDImages/ad/original/ap63.36.jpg,1835
https://images.metmuseum.org/CRDImages/as/original/2000_313_recto.jpg,ca. 1865–75
https://images.metmuseum.org/CRDImages/ep/original/DP287624.jpg,1787–88
https://images.metmuseum.org/CRDImages/ad/original/DP-1427-007.jpg,1870s
https://images.metmuseum.org/CRDImages/ep/original/DP229743.jpg,1887
https://images.metmuseum.org/CRDImages/ad/original/ap43.52.jpg,1850
https://images.metmuseum.org/CRDImages/ep/original/DT2819.jpg,1650s
https://images.metmuseum.org/CRDImages/ep/original/DT382.jpg,shortly after 1553
https://images.metmuseum.org/CRDImages/ep/original/DT2551.jpg,1820
https://images.metmuseum.org/CRDImages/ad/original/ap93.19.2.jpg,ca. 1837–38
https://images.metmuseum.org/CRDImages/ep/original/DP-19586-001.jpg,1480–85
https://images.metmuseum.org/CRDImages/ep/original/DP169383.jpg,ca. 1690–95
https://images.metmuseum.org/CRDImages/ad/original/ap54.90.9.jpg,ca. 1850
https://images.metmuseum.org/CRDImages/cl/original/cdi25-120-670.jpg,15th century
https://images.metmuseum.org/CRDImages/ep/original/DP120785.jpg,ca. 1654
https://images.metmuseum.org/CRDImages/ep/original/DP124091.jpg,ca. 1871–74
https://images.metmuseum.org/CRDImages/ep/original/DP162310.jpg,ca. 1765–68
https://images.metmuseum.org/CRDImages/ep/original/DP208016.jpg,1874
https://images.metmuseum.org/CRDImages/rl/original/SLP0202.jpg,1900–1905
https://images.metmuseum.org/CRDImages/ep/original/DP143202.jpg,probably ca. 1800
https://images.metmuseum.org/CRDImages/ad/original/ap40.144.jpg,1861–63
https://images.metmuseum.org/CRDImages/ep/original/DP243839.jpg,1868–69
https://images.metmuseum.org/CRDImages/ad/original/ap91.11.jpg,1888
https://images.metmuseum.org/CRDImages/ad/original/DP-12799-001.jpg,1833
https://images.metmuseum.org/CRDImages/ep/original/DT4276.jpg,probably 1822 or 1823
https://images.metmuseum.org/CRDImages/ad/original/DT2046.jpg,1888
https://images.metmuseum.org/CRDImages/ad/original/ap65.254.2.jpg,1790
https://images.metmuseum.org/CRDImages/ep/original/DP-17394-001.jpg,1780
https://images.metmuseum.org/CRDImages/as/original/38_106_10_115894.jpg,19th century
https://images.metmuseum.org/CRDImages/ep/original/DP-15788-001.jpg,1716
https://images.metmuseum.org/CRDImages/ad/original/DT243863.jpg,1828
https://images.metmuseum.org/CRDImages/as/original/DP166124.jpg,ca. 1880–1900
https://images.metmuseum.org/CRDImages/as/original/29_100_535_76424.jpg,19th century
https://images.metmuseum.org/CRDImages/as/original/LC-1975_268_148_at-002.jpg,18th century
https://images.metmuseum.org/CRDImages/ep/original/DP264503.jpg,1776
https://images.metmuseum.org/CRDImages/ep/original/DP145918.jpg,1642
https://images.metmuseum.org/CRDImages/ad/original/DP-600-001.jpg,1886
https://images.metmuseum.org/CRDImages/ad/original/ap87.8.8.jpg,ca. 1878
https://images.metmuseum.org/CRDImages/ad/original/DT226485.jpg,1872
https://images.metmuseum.org/CRDImages/as/original/54_22_1_156778.jpg,17th century
https://images.metmuseum.org/CRDImages/ep/original/DP121326.jpg,1632
https://images.metmuseum.org/CRDImages/ad/original/ap12.205.2.jpg,1881
https://images.metmuseum.org/CRDImages/ep/original/DT1925.jpg,1872
https://images.metmuseum.org/CRDImages/ep/original/DP375602.jpg,ca. 1645–55
https://images.metmuseum.org/CRDImages/ep/original/DP168995.jpg,1748
https://images.metmuseum.org/CRDImages/ep/original/DP354141.jpg,probably 1868
https://images.metmuseum.org/CRDImages/as/original/38_106_11_115895.jpg,19th century
https://images.metmuseum.org/CRDImages/ad/original/DP-1427-045.jpg,1870s
https://images.metmuseum.org/CRDImages/ep/original/DP-15574-001.jpg,ca. 1845
https://images.metmuseum.org/CRDImages/ad/original/DT395.jpg,1874
https://images.metmuseum.org/CRDImages/ep/original/DP120381.jpg,ca. 1720
https://images.metmuseum.org/CRDImages/as/original/DP152302.jpg,1650–60
https://images.metmuseum.org/CRDImages/ad/original/DP140862.jpg,ca. 1778
https://images.metmuseum.org/CRDImages/ep/original/DT1939.jpg,ca. 1876–77
https://images.metmuseum.org/CRDImages/ep/original/DT2147.jpg,1856
https://images.metmuseum.org/CRDImages/is/original/sf55-121-6a.jpg,16th–17th century
https://images.metmuseum.org/CRDImages/as/original/14_140_21_F_sf.jpg,17th century
https://images.metmuseum.org/CRDImages/ad/original/ap93.21.jpg,1887
https://images.metmuseum.org/CRDImages/ep/original/DP-12951-001.jpg,ca. 1737
https://images.metmuseum.org/CRDImages/ep/original/DP-16529-001.jpg,1873
https://images.metmuseum.org/CRDImages/ep/original/EP178.jpg,ca. 1350
https://images.metmuseum.org/CRDImages/ad/original/DP276951.jpg,1884 or 1889
https://images.metmuseum.org/CRDImages/ep/original/DT2001.jpg,1849
https://images.metmuseum.org/CRDImages/ep/original/DT1399.jpg,1871
https://images.metmuseum.org/CRDImages/ad/original/DP356935.jpg,1773
https://images.metmuseum.org/CRDImages/ep/original/DP169563.jpg,ca. 1756–57
https://images.metmuseum.org/CRDImages/rl/original/DP366052.jpg,about 1450
https://images.metmuseum.org/CRDImages/ad/original/ap31.29.1.jpg,1840
https://images.metmuseum.org/CRDImages/ad/original/ap62.183.2.jpg,ca. 1821
https://images.metmuseum.org/CRDImages/ep/original/DT1462.jpg,1537
https://images.metmuseum.org/CRDImages/ep/original/DP240599.jpg,ca. 1912–14
https://images.metmuseum.org/CRDImages/ep/original/DP280856.jpg,ca. 1540–45
https://images.metmuseum.org/CRDImages/ad/original/DP249498.jpg,1893
https://images.metmuseum.org/CRDImages/ep/original/DP344253.jpg,ca. 1520–25
https://images.metmuseum.org/CRDImages/ep/original/DT1556.jpg,1874
https://images.metmuseum.org/CRDImages/ad/original/APS171.jpg,1763
https://images.metmuseum.org/CRDImages/ep/original/DP312842.jpg,ca. 1716–24
https://images.metmuseum.org/CRDImages/as/original/4085.jpg,19th century
https://images.metmuseum.org/CRDImages/ep/original/DP243637.jpg,ca. 1483–84
https://images.metmuseum.org/CRDImages/is/original/DP155949.jpg,early 19th century
https://images.metmuseum.org/CRDImages/ep/original/DP167124.jpg,1570s
https://images.metmuseum.org/CRDImages/ad/original/ap81.12.jpg,ca. 1815
https://images.metmuseum.org/CRDImages/ep/original/DP341857.jpg,1789
https://images.metmuseum.org/CRDImages/ad/original/ap54.90.165.jpg,1864 or 1866
https://images.metmuseum.org/CRDImages/ep/original/ep51.5.bw.R.jpg,1563
https://images.metmuseum.org/CRDImages/ep/original/DP120415.jpg,1635
https://images.metmuseum.org/CRDImages/ad/original/ap50.220.1.jpg,ca. 1830
https://images.metmuseum.org/CRDImages/ep/original/DP-22562-001.jpg,1899
https://images.metmuseum.org/CRDImages/as/original/DP152308.jpg,ca. 1800
https://images.metmuseum.org/CRDImages/ep/original/DT1398.jpg,1888–92
https://images.metmuseum.org/CRDImages/ad/original/DP-1427-037.jpg,1870s
https://images.metmuseum.org/CRDImages/ad/original/DP-21454-001.jpg,1896
https://images.metmuseum.org/CRDImages/ep/original/DP280790.jpg,ca. 1508
https://images.metmuseum.org/CRDImages/ad/original/188982.jpg,1785–87
https://images.metmuseum.org/CRDImages/ep/original/DT201083.jpg,ca. 1580
https://images.metmuseum.org/CRDImages/ep/original/DP-18528-001.jpg,ca. 1881
https://images.metmuseum.org/CRDImages/as/original/DP152314.jpg,ca. 1800
https://images.metmuseum.org/CRDImages/ep/original/DP102428.jpg,ca. 1535–40
https://images.metmuseum.org/CRDImages/ep/original/DP365508.jpg,ca. 1540–50
https://images.metmuseum.org/CRDImages/ep/original/DP145400.jpg,ca. 1657
https://images.metmuseum.org/CRDImages/ad/original/DP-15280-003.jpg,ca. 1720
https://images.metmuseum.org/CRDImages/ep/original/DP123839.jpg,probably 1660s
https://images.metmuseum.org/CRDImages/rl/original/DP159772.jpg,ca. 1580–1620
https://images.metmuseum.org/CRDImages/aa/original/DT326979.jpg,late 16th century
https://images.metmuseum.org/CRDImages/ep/original/DP169636.jpg,ca. 1687
https://images.metmuseum.org/CRDImages/ep/original/DT50.jpg,ca. 1907
https://images.metmuseum.org/CRDImages/ep/original/DP-18296-037.jpg,1624
https://images.metmuseum.org/CRDImages/ep/original/DT317652.jpg,ca. 1530–40
https://images.metmuseum.org/CRDImages/ep/original/DP-15762-001.jpg,ca. 1661
https://images.metmuseum.org/CRDImages/as/original/63_26_2.JPG,19th–20th century
https://images.metmuseum.org/CRDImages/ad/original/ap63.200.5.jpg,1846
https://images.metmuseum.org/CRDImages/ep/original/DP277234.jpg,1808
https://images.metmuseum.org/CRDImages/ad/original/DT2829.jpg,1880
https://images.metmuseum.org/CRDImages/ad/original/ap63.138.4.jpg,1800–1850
https://images.metmuseum.org/CRDImages/ep/original/DP150997.jpg,1800
https://images.metmuseum.org/CRDImages/ad/original/DT2068.jpg,1868
https://images.metmuseum.org/CRDImages/ep/original/DT253717.jpg,ca. 1875
https://images.metmuseum.org/CRDImages/ep/original/DP145945.jpg,ca. 1643
https://images.metmuseum.org/CRDImages/ep/original/ep41.100.34.bw.R.jpg,ca. 1360–65
https://images.metmuseum.org/CRDImages/ep/original/DP123922.jpg,probably 1783
https://images.metmuseum.org/CRDImages/ep/original/DP-19923-001.jpg,1500–10
https://images.metmuseum.org/CRDImages/rl/original/DP159773.jpg,ca. 1545–50
https://images.metmuseum.org/CRDImages/ep/original/DP164843.jpg,1791
https://images.metmuseum.org/CRDImages/ep/original/DT9353.jpg,1729
https://images.metmuseum.org/CRDImages/ep/original/DP340180.jpg,1655
https://images.metmuseum.org/CRDImages/ad/original/ap02.7.2.jpg,1846
https://images.metmuseum.org/CRDImages/as/original/LC-29_100_453_jps-003.jpg,probably 19th century
https://images.metmuseum.org/CRDImages/as/original/DT5055.jpg,last quarter of the 11th century
https://images.metmuseum.org/CRDImages/ep/original/DP247059.jpg,late 1440s
https://images.metmuseum.org/CRDImages/ep/original/DP123846.jpg,1746
https://images.metmuseum.org/CRDImages/ad/original/ap67.54.jpg,1864
https://images.metmuseum.org/CRDImages/as/original/15_96_6.JPG,late 18th century
https://images.metmuseum.org/CRDImages/ad/original/DT218687.jpg,ca. 1854–60
https://images.metmuseum.org/CRDImages/rl/original/DP123021.jpg,ca. 1640–50
https://images.metmuseum.org/CRDImages/ad/original/DT236872.jpg,1818
https://images.metmuseum.org/CRDImages/ep/original/DP146466.jpg,early 1660s
https://images.metmuseum.org/CRDImages/ep/original/DP143195.jpg,1644
https://images.metmuseum.org/CRDImages/ep/original/DP-14936-015.jpg,ca. 1765–75
https://images.metmuseum.org/CRDImages/ep/original/ep48.187.737.R.jpg,1786
https://images.metmuseum.org/CRDImages/ep/original/DP-19776-001.jpg,ca. 1625
https://images.metmuseum.org/CRDImages/ad/original/ap46.67.83.jpg,1800–1830
https://images.metmuseum.org/CRDImages/ep/original/DP-16065-001.jpg,ca. 1867
https://images.metmuseum.org/CRDImages/ep/original/DP-19775-001.jpg,ca. 1680
https://images.metmuseum.org/CRDImages/ad/original/DT2053.jpg,1871
https://images.metmuseum.org/CRDImages/as/original/38_106_14_115898.jpg,19th century
https://images.metmuseum.org/CRDImages/ad/original/DP141217.jpg,1875
https://images.metmuseum.org/CRDImages/ad/original/DP-1427-027.jpg,1870s
https://images.metmuseum.org/CRDImages/ad/original/DT2892.jpg,1861
https://images.metmuseum.org/CRDImages/ad/original/ap74.49.jpg,1869
https://images.metmuseum.org/CRDImages/ep/original/DP145954.jpg,probably 1650
https://images.metmuseum.org/CRDImages/ep/original/DP317780.jpg,1891
https://images.metmuseum.org/CRDImages/ep/original/DP-19549-001.jpg,ca. 1408–10
https://images.metmuseum.org/CRDImages/ad/original/ap95.5.jpg,1892–94
https://images.metmuseum.org/CRDImages/ep/original/DP232136.jpg,1851
https://images.metmuseum.org/CRDImages/as/original/DP156119.jpg,ca. 1725
https://images.metmuseum.org/CRDImages/as/original/64_167_6.JPG,ca. 1800
https://images.metmuseum.org/CRDImages/ad/original/DP701340.jpg,ca. 1770
https://images.metmuseum.org/CRDImages/ep/original/DP-19500-001.jpg,1420
https://images.metmuseum.org/CRDImages/ep/original/DP143207.jpg,probably early 1650s
https://images.metmuseum.org/CRDImages/ad/original/figure 107R1_24Z.jpg,ca. 1833
https://images.metmuseum.org/CRDImages/ep/original/EP1435.jpg,ca. 1883
https://images.metmuseum.org/CRDImages/ep/original/DP-20335-001.jpg,ca. 1610
https://images.metmuseum.org/CRDImages/ep/original/DP120669.jpg,ca. 1470
